"","Molecular.Formula","Theor_mz","DBE","HC","OC","NC","C","H","N","O","S","AI","AImod","NOSC","Count","Compound.category","Class","D1","D2","D3","D4","D5","D6","D7","D8","D9","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","F9","G1","G2","G3","G4","G5","G6","G7","G8","G9","H1","H2","H3","H4","H5","H6","H7","H8","H9","I1","I2","I3"
"6596","C41H57O10N1S0",722.39097,14,1.39024390244,0.243902439024,0.024390243902439,41,57,1,10,0,0.1,0.228571428571429,-0.829268292682927,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6597","C41H57O14N1S0",786.370629,14,1.39024390244,0.341463414634,0.024390243902439,41,57,1,14,0,0,0.181818181818182,-0.634146341463414,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6598","C41H57O9N1S0",706.396056,14,1.39024390244,0.219512195122,0.024390243902439,41,57,1,9,0,0.129032258064516,0.23943661971831,-0.878048780487805,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6599","C41H58O12N0S0",741.385551,13,1.41463414634,0.292682926829,0,41,58,0,12,0,0.0344827586206897,0.2,-0.829268292682927,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6600","C41H58O13N0S0",757.380465,13,1.41463414634,0.317073170732,0,41,58,0,13,0,0,0.188405797101449,-0.780487804878049,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6601","C41H58O13N0S1",789.352536,13,1.41463414634,0.317073170732,0,41,58,0,13,1,0,0.164179104477612,-0.73170731707317,4,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329071408186045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6602","C41H58O14N0S0",773.37538,13,1.41463414634,0.341463414634,0,41,58,0,14,0,0,0.176470588235294,-0.73170731707317,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6603","C41H58O14N0S1",805.347451,13,1.41463414634,0.341463414634,0,41,58,0,14,1,0,0.151515151515152,-0.682926829268292,5,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6604","C41H58O15N0S0",789.370295,13,1.41463414634,0.365853658537,0,41,58,0,15,0,0,0.164179104477612,-0.682926829268292,6,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31677685085696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6605","C41H58O15N0S1",821.342366,13,1.41463414634,0.365853658537,0,41,58,0,15,1,0,0.138461538461538,-0.634146341463414,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6606","C41H58O16N0S0",805.365209,13,1.41463414634,0.390243902439,0,41,58,0,16,0,0,0.151515151515152,-0.634146341463414,19,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0.314732037173432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6607","C41H58O17N0S0",821.360124,13,1.41463414634,0.414634146341,0,41,58,0,17,0,0,0.138461538461538,-0.585365853658536,30,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359347878895544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6608","C41H58O18N0S0",837.355038,13,1.41463414634,0.439024390244,0,41,58,0,18,0,0,0.125,-0.536585365853658,26,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332629203216493,0,0,0,0,0,0,0
"6609","C41H58O19N0S0",853.349953,13,1.41463414634,0.463414634146,0,41,58,0,19,0,0,0.111111111111111,-0.487804878048781,11,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6610","C41H58O20N0S0",869.344868,13,1.41463414634,0.487804878049,0,41,58,0,20,0,0,0.0967741935483871,-0.439024390243903,6,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6611","C41H59O9N1S0",708.411706,13,1.43902439024,0.219512195122,0.024390243902439,41,59,1,9,0,0.0967741935483871,0.211267605633803,-0.926829268292683,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6612","C41H60O11N0S1",759.378357,12,1.46341463415,0.268292682927,0,41,60,0,11,1,0,0.159420289855072,-0.878048780487805,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6613","C41H60O12N0S1",775.373272,12,1.46341463415,0.292682926829,0,41,60,0,12,1,0,0.147058823529412,-0.829268292682927,8,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0.350832830868096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6614","C41H60O13N0S0",759.396115,12,1.46341463415,0.317073170732,0,41,60,0,13,0,0,0.159420289855072,-0.829268292682927,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6615","C41H60O13N0S1",791.368186,12,1.46341463415,0.317073170732,0,41,60,0,13,1,0,0.134328358208955,-0.780487804878049,7,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6616","C41H60O14N0S1",807.363101,12,1.46341463415,0.341463414634,0,41,60,0,14,1,0,0.121212121212121,-0.73170731707317,4,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6617","C41H60O16N0S0",807.380859,12,1.46341463415,0.390243902439,0,41,60,0,16,0,0,0.121212121212121,-0.682926829268292,3,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6618","C41H60O17N0S0",823.375774,12,1.46341463415,0.414634146341,0,41,60,0,17,0,0,0.107692307692308,-0.634146341463414,6,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6619","C41H60O19N0S0",855.365603,12,1.46341463415,0.463414634146,0,41,60,0,19,0,0,0.0793650793650794,-0.536585365853658,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6620","C41H60O20N0S0",871.360518,12,1.46341463415,0.487804878049,0,41,60,0,20,0,0,0.0645161290322581,-0.487804878048781,3,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6621","C41H62O12N0S1",777.388922,11,1.51219512195,0.292682926829,0,41,62,0,12,1,0,0.117647058823529,-0.878048780487805,2,"Aliphatic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6622","C41H62O13N0S1",793.383837,11,1.51219512195,0.317073170732,0,41,62,0,13,1,0,0.104477611940299,-0.829268292682927,1,"Aliphatic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6623","C41H62O15N0S0",793.401595,11,1.51219512195,0.365853658537,0,41,62,0,15,0,0,0.104477611940299,-0.780487804878049,1,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6624","C41H64O11N0S0",731.437586,10,1.56097560976,0.268292682927,0,41,64,0,11,0,0,0.126760563380282,-1.02439024390244,1,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6625","C41H64O19N0S0",859.396903,10,1.56097560976,0.463414634146,0,41,64,0,19,0,0,0.0158730158730159,-0.634146341463414,1,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6626","C41H64O6N0S0",651.463013,10,1.56097560976,0.146341463415,0,41,64,0,6,0,0.114285714285714,0.184210526315789,-1.26829268292683,1,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6627","C41H65O12N1S0",762.4434,10,1.58536585366,0.292682926829,0.024390243902439,41,65,1,12,0,0,0.0882352941176471,-0.926829268292683,2,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6628","C42H48O18N0S0",839.276788,19,1.14285714286,0.428571428571,0,42,48,0,18,0,0.0416666666666667,0.303030303030303,-0.285714285714286,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6629","C42H48O19N0S0",855.271703,19,1.14285714286,0.452380952381,0,42,48,0,19,0,0,0.292307692307692,-0.238095238095238,7,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0.366868680859744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6630","C42H48O20N0S0",871.266617,19,1.14285714286,0.47619047619,0,42,48,0,20,0,0,0.28125,-0.190476190476191,9,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0.307143279725615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375186445235351,0,0,0,0,0,0
"6631","C42H50O14N0S1",809.284851,18,1.19047619048,0.333333333333,0,42,50,0,14,1,0.111111111111111,0.294117647058824,-0.476190476190476,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6632","C42H50O16N0S0",809.302609,18,1.19047619048,0.380952380952,0,42,50,0,16,0,0.0769230769230769,0.294117647058824,-0.428571428571429,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6635","C42H50O19N0S0",857.287353,18,1.19047619048,0.452380952381,0,42,50,0,19,0,0,0.261538461538462,-0.285714285714286,31,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0.389902262968277,0,0,0,0,0,0.327333600970719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347293750389307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314388051096564,0,0.428303049403127,0,0,0,0,0
"6636","C42H50O20N0S0",873.282267,18,1.19047619048,0.47619047619,0,42,50,0,20,0,0,0.25,-0.238095238095238,13,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0.35073937088094,0,0,0,0,0,0,0.324633581848127,0,0,0,0,0,0.421376373142378,0,0,0,0,0,0.359508888939473,0,0.405533493591795,0.34853360963345,0.333683199180566,0.366505303870657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333343628874233,0.463433191723457,0,0,0,0,0,0
"6637","C42H52O13N0S1",795.305586,17,1.2380952381,0.309523809524,0,42,52,0,13,1,0.107142857142857,0.27536231884058,-0.571428571428571,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6638","C42H52O14N0S0",779.32843,17,1.2380952381,0.333333333333,0,42,52,0,14,0,0.107142857142857,0.285714285714286,-0.571428571428571,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6639","C42H52O15N0S0",795.323344,17,1.2380952381,0.357142857143,0,42,52,0,15,0,0.0740740740740741,0.27536231884058,-0.523809523809524,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6640","C42H52O16N0S0",811.318259,17,1.2380952381,0.380952380952,0,42,52,0,16,0,0.0384615384615385,0.264705882352941,-0.476190476190476,11,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6641","C42H52O17N0S0",827.313174,17,1.2380952381,0.404761904762,0,42,52,0,17,0,0,0.253731343283582,-0.428571428571429,29,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0.40807744858203,0,0,0.317761055627298,0,0,0,0,0,0,0,0,0,0,0,0,0.382440192801134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6644","C42H52O20N0S0",875.297918,17,1.2380952381,0.47619047619,0,42,52,0,20,0,0,0.21875,-0.285714285714286,15,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.431129723149717,0.459738982925906,0.425662330831045,0,0,0,0,0,0.57879087413701,0,0,0,0,0,0.392395696058564,0,0,0,0,0.423866076973414,0.319961700035575,0,0.470160569573144,0.407572548972035,0.372848480657619,0.398147352792328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453578213365981,0.536585305228153,0.540034590023976,0,0,0,0,0
"6645","C42H54O13N0S0",765.349165,16,1.28571428571,0.309523809524,0,42,54,0,13,0,0.103448275862069,0.267605633802817,-0.666666666666667,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6646","C42H54O14N0S0",781.34408,16,1.28571428571,0.333333333333,0,42,54,0,14,0,0.0714285714285714,0.257142857142857,-0.619047619047619,3,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6647","C42H54O15N0S0",797.338994,16,1.28571428571,0.357142857143,0,42,54,0,15,0,0.037037037037037,0.246376811594203,-0.571428571428571,4,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6648","C42H54O16N0S0",813.333909,16,1.28571428571,0.380952380952,0,42,54,0,16,0,0,0.235294117647059,-0.523809523809524,22,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33133197911728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6652","C42H54O20N0S0",877.313568,16,1.28571428571,0.47619047619,0,42,54,0,20,0,0,0.1875,-0.333333333333333,12,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.353473354714265,0.483999006378779,0,0,0,0,0,0,0.427289901908499,0,0,0,0,0,0.452148200900249,0,0,0,0,0.433943963498182,0.411251427318896,0,0.428458545555848,0.350463089048534,0.397494967618048,0.411883832789387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512649835247289,0,0,0,0,0,0
"6653","C42H56O15N0S0",799.354645,15,1.33333333333,0.357142857143,0,42,56,0,15,0,0,0.217391304347826,-0.619047619047619,10,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6654","C42H56O16N0S0",815.349559,15,1.33333333333,0.380952380952,0,42,56,0,16,0,0,0.205882352941176,-0.571428571428571,27,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0.35757042324838,0,0,0.38479101254094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3371950077558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6658","C42H56O20N0S0",879.329218,15,1.33333333333,0.47619047619,0,42,56,0,20,0,0,0.15625,-0.380952380952381,15,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0.358285026125508,0,0,0,0,0,0,0,0,0,0,0,0.318533342980193,0,0,0,0,0.310881457532278,0,0,0,0,0.327619474381501,0.362868858796656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513593659788231,0.360085160974404,0.43051489270488,0,0,0,0,0
"6659","C42H57O14N1S0",798.370629,15,1.35714285714,0.333333333333,0.0238095238095238,42,57,1,14,0,0,0.205882352941176,-0.619047619047619,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6660","C42H58O14N0S0",785.37538,14,1.38095238095,0.333333333333,0,42,58,0,14,0,0,0.2,-0.714285714285714,3,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6661","C42H58O15N0S0",801.370295,14,1.38095238095,0.357142857143,0,42,58,0,15,0,0,0.188405797101449,-0.666666666666667,5,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348598448574047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6662","C42H58O16N0S0",817.365209,14,1.38095238095,0.380952380952,0,42,58,0,16,0,0,0.176470588235294,-0.619047619047619,19,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6663","C42H58O17N0S0",833.360124,14,1.38095238095,0.404761904762,0,42,58,0,17,0,0,0.164179104477612,-0.571428571428571,23,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33755239631943,0,0,0,0,0,0
"6664","C42H58O18N0S0",849.355038,14,1.38095238095,0.428571428571,0,42,58,0,18,0,0,0.151515151515152,-0.523809523809524,24,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0.311424794237298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6665","C42H58O19N0S0",865.349953,14,1.38095238095,0.452380952381,0,42,58,0,19,0,0,0.138461538461538,-0.476190476190476,26,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0.322377748402713,0.346720038748546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357002944654062,0,0.360664100213717,0,0,0,0
"6666","C42H58O20N0S0",881.344868,14,1.38095238095,0.47619047619,0,42,58,0,20,0,0,0.125,-0.428571428571429,10,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6667","C42H60O12N2S0",783.407349,14,1.42857142857,0.285714285714,0.0476190476190476,42,60,2,12,0,0,0.176470588235294,-0.714285714285714,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6668","C42H60O13N0S0",771.396115,13,1.42857142857,0.309523809524,0,42,60,0,13,0,0,0.183098591549296,-0.809523809523809,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6669","C42H60O13N0S1",803.368186,13,1.42857142857,0.309523809524,0,42,60,0,13,1,0,0.159420289855072,-0.761904761904762,6,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323401501582543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6670","C42H60O14N0S0",787.39103,13,1.42857142857,0.333333333333,0,42,60,0,14,0,0,0.171428571428571,-0.761904761904762,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6671","C42H60O14N0S1",819.363101,13,1.42857142857,0.333333333333,0,42,60,0,14,1,0,0.147058823529412,-0.714285714285714,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6672","C42H60O15N0S0",803.385945,13,1.42857142857,0.357142857143,0,42,60,0,15,0,0,0.159420289855072,-0.714285714285714,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6673","C42H60O16N0S0",819.380859,13,1.42857142857,0.380952380952,0,42,60,0,16,0,0,0.147058823529412,-0.666666666666667,2,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
