"","Molecular.Formula","Theor_mz","DBE","HC","OC","NC","C","H","N","O","S","AI","AImod","NOSC","Count","Compound.category","Class","D1","D2","D3","D4","D5","D6","D7","D8","D9","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","F9","G1","G2","G3","G4","G5","G6","G7","G8","G9","H1","H2","H3","H4","H5","H6","H7","H8","H9","I1","I2","I3"
"3385","C25H29O7N1S0",454.187126,12,1.16,0.28,0.04,25,29,1,7,0,0.235294117647059,0.365853658536585,-0.48,3,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3386","C25H29O8N1S0",470.18204,12,1.16,0.32,0.04,25,29,1,8,0,0.1875,0.35,-0.4,23,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0.317814414190423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3387","C25H29O9N1S0",486.176955,12,1.16,0.36,0.04,25,29,1,9,0,0.133333333333333,0.333333333333333,-0.32,39,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.357612338979158,0.404110243299075,0.351180883859356,0,0.476434027674656,0.361208780633697,0.611592295029265,0.417393770210924,0.436602635353,0.438416341764536,0.44788816574608,0.404755557016131,0,0.437821319279652,0.438547639537662,0.465150950694214,0,0.481176745012667,0.386428836800321,0.397318995759235,0.433880570201764,0.351320883080141,0.412897505838078,0.395539257985106,0.315235723803361,0.354468217924185,0.484842211410649,0.466468078771059,0.42195222757017,0,0.389457071625831,0,0,0.511159815167116,0.403200773565423,0,0.347957549048982,0,0.390287406730203,0.440478998075403,0,0.454942253890101,0,0.495148851814169,0.360439180466585,0.384059479073372,0.58284551723491
"3389","C25H30O10N0S1",521.148692,11,1.2,0.4,0,25,30,0,10,1,0,0.263157894736842,-0.32,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3391","C25H30O11N0S1",537.143606,11,1.2,0.44,0,25,30,0,11,1,0,0.243243243243243,-0.24,15,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338688212606778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389896481184643,0,0.333840730172019,0,0,0,0,0,0,0,0.407086818893242,0,0.370490800559883,0,0
"3394","C25H30O12N2S0",549.172598,12,1.2,0.48,0.08,25,30,2,12,0,0,0.235294117647059,0,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11937222434746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3398","C25H30O14N0S1",585.12835,11,1.2,0.56,0,25,30,0,14,1,0,0.176470588235294,0,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0.385596135305563,0,0.425829002283599,0,0,0,0,0,0,0,0,0,0,0,0.619482141970699,0.619244464618767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528486954480167,0,0,0,0.608201673827194,0,0.738513601917761,0,0.718309681108458,0,0
"3400","C25H30O15N0S1",601.123265,11,1.2,0.6,0,25,30,0,15,1,0,0.151515151515152,0.0800000000000001,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541071403032105,0,0,0,0,0,0
"3405","C25H30O20N0S0",649.125767,11,1.2,0.8,0,25,30,0,20,0,0,0.0666666666666667,0.4,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3410","C25H31O10N1S0",504.18752,11,1.24,0.4,0.04,25,31,1,10,0,0,0.263157894736842,-0.32,43,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.88929672392238,0.867939209174801,0.761174895629988,0,0.934498517347042,0.985243702512912,1.00248025403627,0.960278556533947,0.949655235651763,0.937728136898307,0.853074878660683,0.906465844689883,0,1.08690127261218,0.840748383079394,0.856746367937016,0,0.897968990053297,0.933838486090262,0.803929582318632,0.754675561482706,0.870228015362056,0.754841606292746,0.879269859671974,0.798912983883866,0.75001476483493,0.805593587038434,0.997109673579263,0.895209198808107,0,0.959470117440496,1.0417545873342,0.822901735412043,1.26947082425312,0.919210531272462,0.814297470842697,0.811312579217095,0.867572020410239,0.979152913023822,0.972600331620239,0.837610398215656,1.0205403886986,0.904780179595945,0.908231111963973,0.964658036500184,1.11931981683903,1.05504447118301
"3413","C25H31O13N1S0",552.172264,11,1.24,0.52,0.04,25,31,1,13,0,0,0.2,-0.0800000000000001,40,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,1.62538729585172,1.47279117563229,1.68726524133184,0,1.58070536574457,1.64684145686166,1.50879703948917,1.46218134708507,1.48493608123646,1.46593362475774,1.66398671889915,1.52659050473482,0,1.46622666809078,1.50686107829557,1.5704918832602,0,0,1.78211721017689,1.55671946375738,1.56679249405608,1.68176730622851,1.52498816757974,1.76683719706253,1.62705190678838,1.53892504644657,1.53687411824306,1.66313099868087,1.88434534596841,0,1.72685661110159,0,1.7620327445814,0,1.62671989479567,1.73925728701736,1.76702348273522,1.72317002700397,2.01845914000803,1.9160120086095,1.73455874446259,2.01411850205477,1.83324364756949,1.86178158736177,1.76957917298295,1.92665215163608,1.90900215155239
"3414","C25H31O14N1S0",568.167178,11,1.24,0.56,0.04,25,31,1,14,0,0,0.176470588235294,0,31,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,1.31921827018994,1.29472208670825,1.37214796728316,0,1.42070259795935,1.25499972012376,0,1.36431607215288,1.35761522482315,1.37430085364359,0,1.44865340930078,0,0,0,0,0,0,1.31775831117651,1.27375110834378,1.15581701586272,1.57888180835158,1.38186238315399,0,1.15311910615597,1.46461851690691,0,1.41445163520135,1.46691587002386,0,1.53794714644754,0,0,0,1.4475165094302,1.4857706298474,1.33166868492015,0,1.69500129069024,1.72229509540941,1.55770563355325,1.72851479529707,1.59038432267776,1.44853712037431,1.65271294276198,1.69519939678027,1.44297699144252
"3415","C25H31O15N1S0",584.162093,11,1.24,0.6,0.04,25,31,1,15,0,0,0.151515151515152,0.0800000000000001,11,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0.922344922541486,0,0,0.896090217363261,0,0,0,0,0,0.73626975660161,0,0,0.913691799399769,0,0,0,0,0,0,0.905055615022193,0.828259101580828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27049262318197,1.17488025672893,0.988629672083198,1.24834297256052,0,1.05003418353648,0,0,0
"3416","C25H31O16N1S0",600.157007,11,1.24,0.64,0.04,25,31,1,16,0,0,0.125,0.16,4,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661826472803347,0.757994036144828,0.653662140562773,0,0,0.614149481937484,0,0,0
"3417","C25H31O17N1S0",616.151922,11,1.24,0.68,0.04,25,31,1,17,0,0,0.0967741935483871,0.24,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3418","C25H31O7N1S0",456.202776,11,1.24,0.28,0.04,25,31,1,7,0,0.176470588235294,0.317073170731707,-0.56,5,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3419","C25H31O8N1S0",472.19769,11,1.24,0.32,0.04,25,31,1,8,0,0.125,0.3,-0.48,31,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0.366968627863204,0,0,0,0,0.327842809286403,0,0,0,0.343227976873632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306907992219736,0,0,0,0,0,0,0,0,0,0,0,0.344921065497131,0,0,0,0.336477369464544,0,0,0.351101696809491
"3420","C25H31O9N1S0",488.192605,11,1.24,0.36,0.04,25,31,1,9,0,0.0666666666666667,0.282051282051282,-0.4,39,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.442253060857486,0.515180220669849,0.438476868450893,0,0.602641424490075,0.502165438559592,0.471310507218291,0.615240856664907,0.550480893075946,0.588979647958929,0.59017878993194,0.540249320804694,0,0.693495226509873,0.509238698456169,0.535262314920629,0,0.516165146528526,0.541864487770928,0.494003786932933,0.566952811839927,0.44727699477288,0.438762331609089,0.568002756409369,0.485971846316522,0.526288569648414,0.569337841685843,0.599809843775603,0.515423939760356,0,0.500034260347759,0,0,0.882295967452147,0.560004755694298,0,0.447185284534713,0.581109707587865,0.579980004637311,0.582550632733207,0.517925417751591,0.612946946579122,0,0.579112281467367,0.528656976741878,0.596176497327627,0.65441498086222
"3422","C25H32O10N0S1",523.164342,10,1.28,0.4,0,25,32,0,10,1,0,0.210526315789474,-0.4,8,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319445930756979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3427","C25H32O12N2S0",551.188248,11,1.28,0.48,0.08,25,32,2,12,0,0,0.176470588235294,-0.0800000000000001,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828808163952293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3431","C25H32O14N0S1",587.144,10,1.28,0.56,0,25,32,0,14,1,0,0.117647058823529,-0.0800000000000001,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0.628236189211074,0,0.724629673387371,0,0,0,0,0,0,0,0,0,0,0,0.973197606331403,0.799479977413946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888899480472145,0,0,0,0.837757702247835,0,1.08362522169302,0,0.997400855122981,0,0
"3433","C25H32O15N0S1",603.138915,10,1.28,0.6,0,25,32,0,15,1,0,0.0909090909090909,0,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878901841283497,0,0,0,0,0,0
"3437","C25H32O19N0S0",635.146502,10,1.28,0.76,0,25,32,0,19,0,0,0.032258064516129,0.24,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3438","C25H32O4N0S0",395.222783,10,1.28,0.16,0,25,32,0,4,0,0.285714285714286,0.347826086956522,-0.96,7,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,1.22894178390027,0.78840175305839,0,0,0.380515747813309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3439","C25H32O5N0S0",411.217698,10,1.28,0.2,0,25,32,0,5,0,0.25,0.333333333333333,-0.88,34,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0.340827720612377,0.328278749611245,0.334211917596116,0.377000653101701,0.377641812717405,0.324114022173808,0,0.381170899161106,0,0.331270645013697,0,0.308218668034605,0.366263036342072,0,0,0.311132550977079,0,0,0,0,0.327807186095995,0,0.386297138007019,0.35595300037987,0,0,0,0,0,0.458639000347109,0,0,0,0,0,0,0,0,0,0,0,0.360941363048196,0.311423292844547
"3444","C25H33O10N1S0",506.20317,10,1.32,0.4,0.04,25,33,1,10,0,0,0.210526315789474,-0.4,43,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.781080351537164,0.693738511836501,0.716588570499709,0,0.859340455064833,0.735928418390011,0.992440899814704,0.830250358772755,0.767053165962372,0.864683189457542,0.77647176353396,0.842535656058013,0,1.10478155079107,0.735172028155744,0.82787220797177,0,0.728742814831069,0.75739558255376,0.724950965269518,0.734995859810365,0.76931224091515,0.657753785038948,0.709219685642243,0.698193111912145,0.850093905167921,0.71211514532773,0.905039813329679,0.868144584457595,0,0.83255067255824,0.87173467921414,0.806821375751701,1.1591125879824,0.842879123491929,0.901963227845787,0.871831090763088,0.892881597268539,0.969167658462943,0.861423032640264,0.724532395887302,1.00210509462032,0.789133026421721,0.801846054034645,0.811085926321154,0.892204433246132,0.976723973299406
"3447","C25H33O13N1S0",554.187914,10,1.32,0.52,0.04,25,33,1,13,0,0,0.142857142857143,-0.16,40,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,1.16333534475522,1.03043174678842,1.09036192852947,0,1.15586871492293,1.11708850638498,1.035499044941,1.05171558909534,1.07879496059838,1.14322300995972,1.04405484388251,1.04940358453421,0,1.12568302865298,1.05449887861097,1.08651320164146,0,0,1.23014297621748,1.09800848674882,0.895359085493715,1.00455550070263,1.09443739018188,1.15497812949191,0.991573175687141,0.990661076516845,1.1868107074338,1.21870638550639,1.24460431306917,0,1.17823092370668,0,1.140250506266,0,1.1665246033245,1.27816279442289,1.30102908445245,1.29354061952129,1.39691924208763,1.41861603882501,1.22854082021323,1.43701590718717,1.13010054041936,1.30880857889777,1.14715280728832,1.36348666544792,1.15928112709425
"3448","C25H33O14N1S0",570.182828,10,1.32,0.56,0.04,25,33,1,14,0,0,0.117647058823529,-0.0800000000000001,31,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.983710946038599,0.840513815049762,0.879916497376182,0,0.978520336978055,0.846395168677358,0,0.880869582298282,0.867519840024504,0.844637756857587,0,0.860004551397945,0,0,0,0,0,0,0.972228547083487,0.812831294864023,0.968922644388388,0.711603754660841,0.899795853442506,0,0.896054522416911,0.928073770971916,0,0.78798730184473,0.990395431329186,0,0.966508384030386,0,0,0,0.958663768114766,1.00723334257113,0.973837504932566,0,1.13646422893578,1.16635639912927,0.930254085381346,1.17307102846238,0.897835457167682,1.10164258283364,0.850516019019377,1.07689600855457,1.01770445838275
"3449","C25H33O15N1S0",586.177743,10,1.32,0.6,0.04,25,33,1,15,0,0,0.0909090909090909,0,11,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0.561608063957915,0,0,0.588460016328424,0,0,0,0,0,0.557265334771352,0,0,0.478254843412411,0,0,0,0,0,0,0.545171226293166,0.530481922976932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733388779874066,0.719425158679996,0.616105249374292,0.792191660148181,0,0.610164170169433,0,0,0
"3450","C25H33O16N1S0",602.172657,10,1.32,0.64,0.04,25,33,1,16,0,0,0.0625,0.0800000000000001,4,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423758681006385,0.387037189064008,0.352274746934798,0,0,0.39464084235962,0,0,0
"3451","C25H33O17N1S0",618.167572,10,1.32,0.68,0.04,25,33,1,17,0,0,0.032258064516129,0.16,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3452","C25H33O7N1S0",458.218426,10,1.32,0.28,0.04,25,33,1,7,0,0.117647058823529,0.268292682926829,-0.64,4,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3453","C25H33O8N1S0",474.21334,10,1.32,0.32,0.04,25,33,1,8,0,0.0625,0.25,-0.56,28,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0.331720834321517,0,0.310150913292525,0.366286839371678,0.345154735174898,0,0,0,0.320869384490813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319084145729316,0,0,0,0.395008659209427,0
"3454","C25H33O9N1S0",490.208255,10,1.32,0.36,0.04,25,33,1,9,0,0,0.230769230769231,-0.48,39,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.480700501898931,0.573033109663382,0.460493061988458,0,0.625686935093621,0.514925067203153,0.541424643247585,0.448080993996457,0.503678301239616,0.558085787495784,0.586270702021708,0.509995045897957,0,0.697108400905126,0.571938096127149,0.39653498414102,0,0.541928002990051,0.489543767788824,0.557948437054777,0.494938076701419,0.496853792299654,0.474566714306619,0.510833360906976,0.462443696010637,0.505343488189402,0.364245770135628,0.673756192845032,0.585487859532171,0,0.535521894245816,0,0,0.893881805551048,0.561721717419589,0,0.52034598056901,0.556700083151519,0.552693975910588,0.668095069175165,0.445881201110725,0.631309612946093,0,0.542381849414743,0.630138899010242,0.633985007069193,0.665195505643051
"3456","C25H34O10N0S1",525.179992,9,1.36,0.4,0,25,34,0,10,1,0,0.157894736842105,-0.48,7,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0.335588490826778,0,0,0,0,0,0,0.348319535474892,0.379256093137987,0,0.416129070440591,0,0,0.335574918008362,0,0,0,0,0.402191762631975,0,0,0,0,0,0,0.387240368609499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3461","C25H34O12N2S0",553.203898,10,1.36,0.48,0.08,25,34,2,12,0,0,0.117647058823529,-0.16,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390184975361286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3465","C25H34O14N0S1",589.15965,9,1.36,0.56,0,25,34,0,14,1,0,0.0588235294117647,-0.16,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0.576731531591299,0,0.756004296428739,0,0,0,0,0,0,0,0,0,0,0,0.932114482125759,0.915701394584526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0713390313968,0,0,0,0.94411178905759,0,1.04727620286858,0,1.06811087727539,0,0
"3467","C25H34O15N0S1",605.154565,9,1.36,0.6,0,25,34,0,15,1,0,0.0303030303030303,-0.0800000000000001,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809939448004657,0,0,0,0,0,0
"3470","C25H34O18N0S0",621.167238,9,1.36,0.72,0,25,34,0,18,0,0,0,0.0800000000000001,23,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3471","C25H34O4N0S0",397.238433,9,1.36,0.16,0,25,34,0,4,0,0.238095238095238,0.304347826086957,-1.04,8,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349957523496506,0,0,0,0,0,0,0,0,0,0,0,0,0
"3472","C25H34O5N0S0",413.233348,9,1.36,0.2,0,25,34,0,5,0,0.2,0.288888888888889,-0.96,36,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0,0,0,0,0,0,0.369635797388532,0.42394250352023,0.359012688234258,0,0.486295673158099,0.346079131904429,0,0.424517186295592,0.349642341738148,0,0.452678888142141,0,0,0.316091431839864,0,0,0,0,0,0,0.358713414330663,0,0,0,0,0,0,0.580403379053559,0,0,0,0,0,0,0,0,0,0,0.349076637294145,0,0.326831427065183
"3477","C25H35O10N1S0",508.21882,9,1.4,0.4,0.04,25,35,1,10,0,0,0.157894736842105,-0.48,43,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.499802562491685,0.467579499095939,0.435510561610356,0,0.55722533259935,0.589003104347964,0.547398288551659,0.515747815453262,0.579405347752534,0.592034659743787,0.545266065547696,0.554792795239435,0,0.618204467050718,0.536894247686578,0.558926485477736,0,0.553383531834451,0.629908813969378,0.530711692690622,0.418197620944901,0.467433288223754,0.442693990967474,0.490530726598931,0.50059054925821,0.448102442618236,0.450678648081156,0.512830692496267,0.681279770047781,0,0.574585800967256,0.585421858330053,0.483038332873202,0.790782691682498,0.57354594640423,0.524029532407925,0.577524379799676,0.480783675106827,0.730421839904605,0.628182654388684,0.405523365720921,0.603227171186336,0.599287753290528,0.701640548965967,0.626284084072055,0.568178872564567,0.592573759316874
"3480","C25H35O13N1S0",556.203564,9,1.4,0.52,0.04,25,35,1,13,0,0,0.0857142857142857,-0.24,40,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.550693758813363,0.451251314655775,0.485702077859917,0,0.572830840877467,0.523113678518104,0.441893081338309,0.547291128613815,0.49116589926556,0.563559334241737,0.439210595455873,0.60544916644451,0,0.569943688420218,0.52917528719005,0.562053111565432,0,0,0.594148135987029,0.557648857908961,0.471973641609355,0.55087368195564,0.593562225543029,0.541906860648353,0.423320159540819,0.510026163738704,0.502203023699907,0.588422998609214,0.575987981150563,0,0.58817322718284,0,0.607441957413769,0,0.612881255379589,0.602301472788681,0.655188545067765,0.653519356915516,0.808089863818261,0.751467218391549,0.739490221064339,0.784842456772731,0.526604148308322,0.56570018244905,0.59456849024558,0.59848514017427,0.613376371747144
"3481","C25H35O14N1S0",572.198478,9,1.4,0.56,0.04,25,35,1,14,0,0,0.0588235294117647,-0.16,31,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.39335623976855,0.401432113012827,0.440083505494861,0,0.472491274869256,0.444831655689969,0,0,0.317538568621389,0.329025187779541,0,0.494989379629834,0,0,0,0,0,0,0.509595758227808,0.359277144762345,0.385882122538133,0,0.41080942726363,0,0.394693842611815,0,0,0.492257863223149,0.42214235109377,0,0.425105939633597,0,0,0,0.425790875051597,0.376295892081088,0.504757781763157,0,0.535507638709421,0.702732597470847,0.513495888138942,0.615441238892076,0.386275432608684,0.547969407950561,0.457615010738337,0.435813284560717,0.512182370859421
"3482","C25H35O15N1S0",588.193393,9,1.4,0.6,0.04,25,35,1,15,0,0,0.0303030303030303,-0.0800000000000001,10,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368285399868629,0.39587510556566,0.372114688287888,0,0,0.373063657232194,0,0,0
"3483","C25H35O16N1S0",604.188308,9,1.4,0.64,0.04,25,35,1,16,0,0,0,0,3,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3484","C25H35O7N1S0",460.234076,9,1.4,0.28,0.04,25,35,1,7,0,0.0588235294117647,0.219512195121951,-0.72,4,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3485","C25H35O8N1S0",476.228991,9,1.4,0.32,0.04,25,35,1,8,0,0,0.2,-0.64,27,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0.31412261875879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32982129868637,0,0,0
"3486","C25H35O9N1S0",492.223905,9,1.4,0.36,0.04,25,35,1,9,0,0,0.179487179487179,-0.56,39,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0.344015390684548,0.317140094956108,0.372745949764265,0,0.389435722959856,0.450634107368593,0.405495392384777,0.469848475858613,0.374709551325115,0.470302741917718,0.419755338654608,0.435047608528011,0,0.535640265270911,0,0.326122933479664,0,0.400703538207264,0.368981031638222,0.374157597117757,0.402265471801232,0.350837285278258,0.369057066521359,0.346877024958305,0.358117198846819,0.404449188615383,0.369284744331515,0.516232123290855,0.435648306069637,0,0.42425325631746,0,0,0.592866459402409,0.417167713276457,0,0.511990871152909,0,0.414254137919143,0.529831021913851,0.340788809778932,0.452107412430894,0,0.423375935508673,0.358980801000371,0.471370124505491,0.450572156308962
"3488","C25H36O10N0S1",527.195642,8,1.44,0.4,0,25,36,0,10,1,0,0.105263157894737,-0.56,10,"Highly_Unsaturated_and_Phenolic_LowOC","CHOS",0,0,0,0,0,0,0,0,0.467358407887575,0,0,0,0,0,0,0.341547479832393,0.401555027736561,0,0.41226032706922,0,0,0.400313139827713,0,0.40056352029829,0,0,0.467495875220623,0,0,0,0,0,0,0.496672580881467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3493","C25H36O12N2S0",555.219548,9,1.44,0.48,0.08,25,36,2,12,0,0,0.0588235294117647,-0.24,1,"Highly_Unsaturated_and_Phenolic_LowOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3497","C25H36O14N0S1",591.1753,8,1.44,0.56,0,25,36,0,14,1,0,0,-0.24,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0.554870760907315,0,0.570834099752984,0,0,0,0,0,0,0,0,0,0,0,0.779287743445218,0.595936345477531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843109072668286,0,0,0,0.733836550684289,0,0.84468432342413,0,0.76519225804447,0,0
"3499","C25H36O15N0S1",607.170215,8,1.44,0.6,0,25,36,0,15,1,0,0,-0.16,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576924971826965,0,0,0,0,0,0
