"","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.10",0,0,0,0,0,0,0,29.5,10,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.6",0,0,0,0,0,0,0,0,6.5789473685,0,0,0,0,0,0,0,10.789473682,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Polaribacter.7",0,16.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14084507,4.0845070425,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_BD1.7_clade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.21",0,0,0,0,0,0,0,0,0,0,0,0,0,2.3076923075,0,0,0,0,0,0,0,22.5,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_ZD0417_marine_group.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2.25,4.5,4.75,2.25
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Thalassotalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333333335,0.5,8.25,0.4166666665,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.32",0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.15",0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_JTB255_marine_benthic_group_NA.2",4.3181818185,0,1.1363636365,0,0,0,0,0,10.90909091,0,0,0,0,0,0,0,11.59090909,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.5",0,0,0,0,0,0,0,13.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.606060605
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.6",0,0,0,0,0,0,7.22222222,15.555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.6",0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,10.0000000015,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.260869565,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.15",0,0,0,9,5,3.5,6.5,20,4.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_OM182_clade_NA.3",0,0,0,0,3.8043478265,6.6304347805,1.847826087,0.8695652175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0833333335,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.7",0,0,0,0,0,0,0,3.947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Haliangiaceae_Haliangium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.75,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.16",3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.11",4,0,0,0,5,5.5,0,10.5,6.5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.727272725,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_4_NA.1",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.17",0,0,0,0,0,0,0,0,15.5,0,0,0,0,5.5,0,0,22,0,0,0,0,0,0,0
"Bacteria_Chloroflexi_SAR202_clade_NA_NA_NA.1",0,0,0,0,0,0,0,0,6.07142857,0,0,0,0,0,0,2.5,9.642857145,0,0,0,0.7142857145,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.16",9,0,0,0,0,5,0,13.5,17,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.22",13.46153846,2.6923076925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76923077,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SAR116_clade_NA.2",0,0,0,0,0,4.814814815,4.814814815,0,0,0,0,0,0,0,8.518518519,7.22222222,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_NA_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_OCS116_clade_NA_NA.2",0,0,0,0,0,0,0,0,6.6666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.18",0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.10",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.19",0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_AEGEAN.169_marine_group.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48148148,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.17",0,0,0,8.5,0,0,0,29.5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Formosa.2",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.20",0,0,0,0,0,0,0,0,30.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_NS10_marine_group.1",12.1739130435,1.304347826,0,0,0,0,0,0,1.5217391305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.23",2.5,0,0,0,0,0,0,0,2.307692308,0,0,0,0,0,0,0,7.1153846155,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.24",8.846153845,0,0,0,0,0,0,0,3.076923077,0,0,0,0,0,0,0,8.4615384615,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.18",9,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Halomonadaceae_Halomonas.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.962264151,5.943396225
"Bacteria_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_NA",0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,10.5,0.5,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.19",6.5,0,0,11,7,2.5,11,1,1.5,0,0,0,0,0,0,7.5,4,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.21",0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.33",0,0,0,0,0,0,0,0,14.5,0,6.5,0,0,0,0,0,6.5,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.25",6.153846155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.346153846,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Defluviicoccus.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37037037,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.26",11.3461538485,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.22",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.4",0,0,0,4,11.75,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_clade_NAC11.7_lineage.2",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.23",0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.5",0.5,5,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.34",12.5,0,0,0,11,13,0,4.5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_BD1.7_clade.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_OCS116_clade_NA_NA.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_clade_NAC11.7_lineage.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SB1.18_NA_NA",0,0.7407407405,0,0,0,0,0,8.8888888865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2962962965
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.26",2.5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5652173915,5.869565215,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.27",0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.28",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.12",0,0,0,0,0,0,0,0,3.0555555555,0,0,0,0,0,0,0,1.8055555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.20",0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.21",0,0,0,7.5,0,4,9.5,1.5,7,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.12",1.5,0,0,0,0,3,12,4,6.5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.29",0,0,0,4.5,0,0,0,0,11,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.549295775,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.22",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10.5,0,0,0,0,2.5,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.12",0,0,0,0,0,0,0,0,0,5.28735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Sneathiellales_Sneathiellaceae_Sneathiella.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21
"Bacteria_Planctomycetes_OM190_NA_NA_NA.8",0,0,0,0,0,0,0,0,3.4210526315,0,0,0,0,0,0,0,4.210526316,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.23",0,0,0,15,0,18,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.31",0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10869565,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Cryomorpha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.32",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.7",0,0,0,0,0,0,2.75,1,0,0,0,0,0,0,36.5,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.33",0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_P3OB.42_NA",0,0,0,0,0,0,0,0,3.7878787875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.13",0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.6",0.5,0,0,6.75,8.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.34",0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Crocinitomix.4",0,0,0,4.1304347825,4.347826087,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Octadecabacter.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333333335,8.333333335,11.333333335,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.24",0,0,0,0,0,0,0,8.5,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,3.043478261,0,14.56521739,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.29",5.576923075,1.923076923,0,3.269230769,0,0,0,0,0,0,0,0,0,0,0,0,4.6153846155,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_NA_NA.2",1.2962962965,0,0,0,0,0,0,0,5.7407407405,0,0,0,0,0,0,0,7.77777778,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.35",0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Ascidiaceihabitans.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.48387097,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.21",22,0,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_BD7.11_NA_NA_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894736842,0,0,0,0,0,0,0,15.789473685
"Bacteria_Chloroflexi_NA_NA_NA_NA",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7.4999999985,0,0,0,0,0,0,0
"Bacteria_Acidobacteria_Acidobacteria_Subgroup_6_NA_NA",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.36",5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.25",0,0,6,0,0,2.5,0,11.5,5.5,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.352112675,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7173913045,5.43478261,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.8",0,0,0,0,0,0,0,12.22222222,0,0,0,0,0,0,0,1.4814814815,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.6",0,0,0,0,0,0,0,0,0,0,0,1.25,0,10.5,0,0,0,0,0,1.25,1.75,3.75,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.211267605,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.36",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.9",0,0,0,0,0,0,6.75,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.37",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.26",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_clade_NAC11.7_lineage.4",0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.27",0,0,0,0,0,0,6.5,1.5,12.5,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sedimentitalea.3",0,0,0,0,0,0,0,0,0,0,0,0,1.7,5.2,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_SPOTSOCT00m83_NA_NA_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_AEGEAN.169_marine_group.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Chloroflexi_SAR202_clade_NA_NA_NA.2",0,0,0,0,0,0,0,0,7.857142855,0,0,0,0,0,0,0,4.2857142855,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.22",0,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Polaribacter.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.39",0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.40",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Opitutae_MB11C04_marine_group_NA_NA",0,0,0,0,0,0,0,0,9.2307692325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.41",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.14",0,0,0,3.5,0,0,0,7,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.33",1.5384615385,0,0,0,0,0,0,0,2.1153846155,0,0,0,0,0,0,0,8.846153845,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.15",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.42",0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Mitochondria_NA.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2222222215,0,0,0,0,0,0,0
