"","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oleispira.2",0,0.6,0,0,0,0,0,0,0,1.2,1.1,0.4,1.6,2.2,0,0,0,0,0.7,0.9,0.5,1.2,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Aquimarina",0,0,0,0,0,0,0,0,0,0,0,2.3333333335,1.6666666665,17.0000000015,7.666666667,2.3333333335,0,0,0,0,0,5,0,2.3333333335
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_NA",0,22.803030305,27.803030305,0,0,0,0,0,0,0,0.4545454545,0,0.8333333335,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.1",0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,18.8,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.1",0,0,0,0,0,0,0,0,0,0,0,1.304347826,42.282608695,29.56521739,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.2",0,0,0,0,0,0,0,0,13.61111111,0,0,0,0,0,0,0,12.22222222,0,0,0.6944444445,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.15",0,0,0,52.5,0,0,59,176.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.4",21.5,2.5,1,19.5,23.5,25.5,24.5,39.5,36,0,0,0,0,11.5,14,0,41.5,8,0,0,0,0,0,4.5
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.8",32,0,0,31.5,23,31,42.5,39.5,41.5,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_ZD0417_marine_group.1",1.25,0.5,0.75,0,0,0,0,0,28,1.5,0,1,0,0.25,1,0,32.75,0,2,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Defluviicoccus",0,0,0,0,0,0,21.2962963,29.62962963,0,0,0,0,0,0,0,29.814814815,0,0,0,0,0,0,0,40.74074074
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.9",42.5,0,9.5,18,5,0,0,0,60.5,0,0,0,1.5,0,0,6.5,63,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",0,0,0,0,8.979591837,0,0,9.3877551,0,0,0,9.9999999995,1.0204081635,0,0,0.612244898,0,0,0,8.8775510195,0.5102040815,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Order_Incertae_Sedis_Family_Incertae_Sedis_Marinicella",10.4761904765,1.26984127,3.5714285715,0.7142857145,0,0,0,0,7.8571428575,0,0.9523809525,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS4_marine_group",35.27777778,19.444444445,15.13888889,0,0,0,1.388888889,1.9444444445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.6",0,0,0,0,0,0,0,1.551724138,0,0,0,0,0,0,0,0,1.6091954025,4.0804597705,3.735632184,3.0459770115,2.298850575,1.8965517245,9.425287355,8.333333335
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Planktomarina.2",39.814814815,28.518518515,24.07407407,0,2.5925925925,5.7407407405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.3",16.5,0,0,32,20,48,46.5,90.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.4",51,0,0,21,40,31,30,31.5,33,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.4",20.760869565,2.1739130435,0,0,0,0,0,0,7.391304348,0,0,0,0,0,0,0,8.695652174,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.5",22,0,0,34.5,26,15,31,54.5,42,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.5",0,0,0,0,0,0,93.5,52.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus.2",0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.5,98
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Balneatrix.3",0,8.7272727275,28.181818185,0,5.727272725,6.09090909,0,0,0,0,0,0,3.5454545455,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.7",0,0,0,0,0,0,0,0.344827586,0,0,0,0,0,0,0,0,2.643678161,7.126436783,7.356321841,6.954022988,4.9425287355,1.9540229885,0.5172413795,0.287356322
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.5",23.8461538475,0.769230769,7.884615386,42.307692305,13.076923075,0.576923077,0,0,5.192307692,0,0,0,0,0,0,0,3.653846154,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Psychroserpens",0,0,0,0,0,0,0.972222222,0,0,0,0,0,2.2222222225,5.4166666665,3.333333333,3.1944444445,0,0,0,0,0.8333333335,0.972222222,1.8055555555,0.6944444445
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.16",0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_E01.9C.26_marine_group_NA_NA.1",0,0,0,0,0,0,0,0,8.730158732,0,0.3174603175,0,0,0,0,0,10.3968253955,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Skagenf62_NA_NA_NA",1.176470588,0.68627451,0.7843137255,0,0,3.9215686275,0,0,0,0,0,0,0,0,16.47058824,1.0784313725,0,0,0,0,0,0,32.94117647,4.509803922
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.5",26.5,0,0,29.5,15.5,11.5,35.5,28.5,37.5,0,0,0,0,0,0,0,40,0,0,0,0,0,18,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.6",22.5,0,0,17,17,25.5,39,51,25,0,0,0,0,0,13,0,39,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_AEGEAN.169_marine_group",4.6296296295,1.2962962965,0,0,0,0,0,0,22.592592595,0,0,0,0,0,0,0,24.444444445,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.10",0,0,0,0,0,0,0,0,73.5,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.6",49.423076925,3.269230769,2.3076923075,0,0,0,0,0,13.26923077,0,0,0,0,0,0,0,20.76923077,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.555555555,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.2",0,0,0,0,0,0,0,0,8.333333335,0,1.25,0,0,0,0,0,22.70833333,0,0,0,0,0,0,41.458333335
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Shewanellaceae_Psychrobium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.569892473,4.677419355,18.27956989,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.2",0,0,0,0,0,0,0,0,3.1,0.6,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.11",40.5,0,11.5,22,24,10.5,19.5,18.5,34,0,0,0,0,5.5,0,0,45,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.17",22.5,0,0,38,18,34,37.5,52,19.5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospira.2",0,0,0,0,3.75,9.25,26.75,40,0,0,0,0,0,0,3.5,31,0,0,0,0,0,0,0,6
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NA",5.2777777775,0.972222222,5.416666667,15.13888889,0,0,4.5833333335,18.61111111,0,0,0,0,0,3.611111111,0,0,0,0,0,0,1.111111111,0,6.666666667,3.75
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.7",21,0,0,17,17,15,11.5,26,35,0,0,8,0,0,0,0,55,0,0,0,0,0,0,0
"Bacteria_Actinobacteria_Nitriliruptoria_Nitriliruptorales_Nitriliruptoraceae_Nitriliruptor",0,0,0,0,0,0,17.25,103.75,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.3",0,0,0,0,0,0,0,0,18.541666665,0,0,0,0,0,0,0,27.70833333,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.3",0,0,0,0,0,2.5,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,106.25,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichales_Incertae_Sedis_Candidatus_Endoecteinascidia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.470588235,68.088235295,0,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.3",0,0,0,0,0,0,0,0,7.1,0.4,0.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_NA.4",0,0,0,0,0,0,0,2.4074074075,0,0,0,0,0,0,10.37037037,28.703703702,0,0,0,0,0,0,24.259259259,25.37037037
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3563218365,9.7126436765,4.4252873565,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.2",33.25,0,0,0,0,0,0,0,13.75,1.25,1.25,0,0,0,0,0,27.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Nitrosomonadaceae_Nitrosomonas.2",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,26,0,0,0,0,0,0,12,38
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.7",0,0,0,0,0,0,0,0,8.3636363625,0,0,0,0,0,0,0,15.18181818,0,0.181818182,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.3",0,0,0,0,0,0,0,0,9.86111111,1.388888889,0,0,0,0,0,0,7.083333335,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.4",0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SHWN.night2_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.6",0,0,0,0,0,0,0,0,10.2173913045,0,0,0,0,0,0,0,12.391304345,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.3",24.25,6.75,10.5,0,0,0,0,0,13.25,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS4_marine_group.1",13.33333333,8.0555555555,9.8611111135,0,4.722222222,5.416666667,1.527777778,0,2.916666667,0,0,0,0,0,0,0,2.0833333335,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Cycloclasticus",0,0,0,0,0,0,63.46153845,102.3076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_NA_NA",0,0,0,0,0,0,0,0,0,0,2.580645161,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Planktomarina.3",27.592592595,24.074074075,15.555555555,0,0,0,0,0,1.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.916666665,2.6666666665
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_NA_NA.1",0,0.5555555555,1.4814814815,60.37037037,5.925925926,0,1.2962962965,1.111111111,0,0,0,0,0.3703703705,7.222222221,0,0,0.5555555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.2",0,0,0,0,17.3913043485,12.065217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56521739,7.173913045,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.2",0,0,0,0,0,0,25.37037037,17.222222225,0,0,0,0,0,0,16.66666667,8.14814815,0,0,0,0,0,0,0,5.37037037
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas.3",0,0,0,0,0,0,0,0,0,0,0,10.6,7.2,19.4,8.4,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.6",0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,12.5,0,0,0,2.25,7.75,23.5,37.25,3.75
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.7",14.615384615,6.923076925,0,22.30769231,0,0,0,0,6.923076925,0,0,0,0,0,0,0,16.153846155,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.5",0,0,0,0,0,0,0,0,1.2,0,0,0.4,0,0,0,0,10.4,0,0,0.3,0.3,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.3",0,0,0,0,30.43478261,13.58695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.6",0,0,0,43,11.5,0,14.5,12.5,29.5,0,0,0,0,0,0,0,56.5,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_BD7.11_NA_NA_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.31578945
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_Porticoccus.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5483871,4.193548387,6.77419355
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.1",0,0,0,0,0,0,0,0,8.0303030305,0.7575757575,0.909090909,0,0,0,0,0,20.75757576,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.3",0,0,0,0,0,0,3.7037037035,20.37037037,0,0,0,0,0,0,1.111111111,30.555555555,0,0,0,0,0,0,0,18.7037037015
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.2",0,0,0,0,0,0,0,28.636363635,0,0,0,0,0,0,13.93939394,10.0000000015,0,0,0,0,0,0,0,6.21212121
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.5",14.02173913,3.8043478265,0,0,0,0,0,0,5.760869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,0.46875,2.96875,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS2b_marine_group.2",24.444444445,7.361111111,9.861111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.6",0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_DEV007_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.83333335
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Ulvibacter.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2.777777778,12.5,8.8888888885,0,0,0,0,0,0,6.527777778,9.027777779
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.7",0,0,0,0,0,0,0,0,0,0,0,8,7.75,39.25,13.5,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_marine_group",52.25,6.75,10.75,0,0,0,0,0,2.25,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0.75,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sedimentitalea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS5_marine_group.2",6.111111111,1.8055555555,0.972222222,0,0,0,0,0,6.388888891,0.6944444445,0,0,0,0,0,0,8.0555555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.18",0,0,0,5.1408450705,6.4084507045,4.1549295775,4.647887324,6.33802817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.7",0,0,0,0,0,0,0,0,5.652173915,0,0,0,0,0,0,0,15.217391305,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.7",0,0,0,0,0,0,0,0,2.5,0.4,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_SAR324_clade.Marine_group_B._NA_NA.2",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8.44827586,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.12",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.8",1.6,0.5,0.4,0,0,0,0,0,5.9,0.3,0.5,0,0,0,0,0,5.7,0,0,0.2,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Mitochondria_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Erythrobacter.1",0,0,0,0,0,0,15.0000000015,37.14285714,2.5,0,0,0,0,0,0,21.42857143,5.357142857,0,0,0,0,4.2857142855,6.42857143,22.14285714
"Bacteria_Proteobacteria_Alphaproteobacteria_Sneathiellales_Sneathiellaceae_Sneathiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.7",8.369565218,4.8913043475,5.108695652,0,0,0,0,0,3.9130434785,0,0,1.413043478,0,0,0,0,1.847826087,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_E01.9C.26_marine_group_NA_NA.2",0.238095238,0,0,0,0,0,0,0,4.7619047615,0,0.396825397,0,0,0,0,0,8.492063492,0,0,0,0,0,0,0
"Bacteria_Actinobacteria_Actinobacteria_Propionibacteriales_Propionibacteriaceae_Propionibacterium",0.576923077,0,0.576923077,3.076923077,0,0.576923077,0.3846153845,1.7307692305,6.153846154,0,0.576923077,0,0,0.7692307695,5,2.8846153845,26.346153845,0,0,0,0,0,0,2.6923076925
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Loktanella.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.851851852,0,0,0,0,0,0,1.111111111,10.740740742,45.925925925,4.6296296295
"Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Nitrosomonadaceae_Nitrosomonas.3",0,0,0,0,0,0,10.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.3",0,0,0,0,0,0,0,7.631578945,2.105263158,0,0,0,0,0,0,7.368421055,6.315789474,0,0,0,0,0,17.368421055,48.684210525
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.8",0,0,0,0,0,0,0,0,10.9782608705,0,0,0,0,0,0,0,10.97826087,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.13",0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.9",0.7,0,0,0,0,0,0,0,7.6,0,0.6,0,0,0,0,0,8.4,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_OM60.NOR5._clade",0,1.129032258,0,3.548387097,0.4838709675,0,7.4193548405,21.612903225,0,0,0,0,0,1.129032258,0,4.3548387095,0.9677419355,0,0,0,0,0,3.870967742,9.677419355
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.14",0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Defluviicoccus.1",0,0,0,0,0,0,0,8.333333335,0,0,0,0,0,0,1.851851852,24.444444445,0,0,0,0,0,0,0,21.851851855
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.4",0,0,0,0,0,0,0,0,14.583333335,0,1.4583333335,0,0,0,0,0,17.91666667,0,0.8333333335,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.7",26.5,0,0,8,0,0,0,0,43,0,0,0,0,0,33,0,43.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.15",55.5,0,0,0,32,0,24,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Muriicola",0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,15.5,0,0,0,0,0,0,14.5,10.75
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_Methylophaga",0,0,0,0.6666666665,2.5,0,1.5,8.6666666685,0,0,0,0,0.8333333335,1.3333333335,3.666666667,10.1666666685,0,0,0,0,0,0,0.6666666665,2.6666666665
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Polaribacter.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade.3",0,10.64516129,15.161290325,0,0,0,0,0.322580645,0,0,0,4.516129032,7.741935484,0,1.935483871,0,0,0,0,2.4193548385,7.0967741935,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.5",0,0,0,0,0,0,0,0,10.833333335,0,0,0,0,0,0,0,18.958333335,0,0,0,0.8333333335,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56338028,4.2253521125,13.09859155,0,0
"Bacteria_Proteobacteria_SC3.20_NA_NA_NA",0,0,0,0,0,0,1.274509804,0.68627451,0,0,0,0,0,0,2.549019608,0.7843137255,0,0,0,0,0,0,14.70588235,12.7450980405
"Bacteria_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.16",0,0,0,0,0,0,0,0,37.5,0,4,0,3,6,0,0,20.5,3,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.8",35.384615385,6.5384615385,2.3076923075,0,0,0,0,0,3.653846154,0,0,0,0,0,0,0,4.2307692305,0,0,0,0,0,0,0
